2024-03-11 21:50:59.285000,1e-05,24.3378,-0.02
2024-03-11 21:51:07.291000,1e-05,24.3366,-0.02
2024-03-11 21:51:15.296000,1e-05,24.3383,-0.02
2024-03-11 21:51:27.308000,2e-05,24.3383,-0.02
2024-03-11 21:51:35.319000,1e-05,24.34,-0.021
2024-03-11 21:51:55.378000,2e-05,24.3406,-0.019
2024-03-11 21:52:07.397000,2e-05,24.3398,-0.02
2024-03-11 21:52:15.400000,4e-05,24.3405,-0.019
2024-03-11 21:52:27.418000,2e-05,24.3421,-0.02
2024-03-11 21:52:35.424000,2e-05,24.3421,-0.02
2024-03-11 21:52:55.445000,2e-05,24.343,-0.02
2024-03-11 21:53:07.461000,5e-05,24.3435,-0.02
2024-03-11 21:53:15.731000,2e-05,24.343,-0.02
2024-03-11 21:53:27.741000,2e-05,24.3448,-0.02
2024-03-11 21:53:35.751000,2e-05,24.3452,-0.02
2024-03-11 21:53:55.766000,-5e-05,24.3454,-0.02
2024-03-11 21:54:07.779000,2e-05,24.3455,-0.019
2024-03-11 21:54:15.788000,0.0,24.3465,-0.02
2024-03-11 21:54:27.795000,2e-05,24.3471,-0.02
2024-03-11 21:54:35.806000,2e-05,24.3472,-0.02
2024-03-11 21:54:55.857000,3e-05,24.3493,-0.02
2024-03-11 21:55:07.869000,1e-05,24.3491,-0.02
2024-03-11 21:55:15.879000,2e-05,24.35,-0.02
2024-03-11 21:55:27.891000,2e-05,24.3507,-0.02
2024-03-11 21:55:35.902000,2e-05,24.3503,-0.019
2024-03-11 21:55:55.925000,-7e-05,24.3529,-0.02
2024-03-11 21:56:07.932000,2e-05,24.3542,-0.02
2024-03-11 21:56:16,2e-05,24.3545,-0.019
2024-03-11 21:56:28.007000,2e-05,24.3547,-0.02
2024-03-11 21:56:36.018000,1e-05,24.3566,-0.02
2024-03-11 21:56:56.042000,2e-05,24.357,-0.02
2024-03-11 21:57:08.050000,2e-05,24.3577,-0.019
2024-03-11 21:57:16.061000,2e-05,24.3583,-0.02
2024-03-11 21:57:28.076000,2e-05,24.3586,-0.019
2024-03-11 21:57:36.085000,2e-05,24.3601,-0.019
2024-03-11 21:57:56.139000,-1e-05,24.3617,-0.02
2024-03-11 21:58:08.147000,2e-05,24.3628,-0.02
2024-03-11 21:58:16.159000,2e-05,24.3624,-0.02
2024-03-11 21:58:28.167000,2e-05,24.3636,-0.02
2024-03-11 21:58:36.180000,1e-05,24.3651,-0.02
2024-03-11 21:58:56.198000,1e-05,24.3658,-0.02
2024-03-11 21:59:08.209000,2e-05,24.367,-0.02
2024-03-11 21:59:16.253000,2e-05,24.369,-0.021
2024-03-11 21:59:28.266000,2e-05,24.3685,-0.02
2024-03-11 21:59:36.275000,2e-05,24.3697,-0.02
2024-03-11 21:59:56.289000,-3e-05,24.3705,-0.02
2024-03-11 22:00:08.304000,1e-05,24.3713,-0.019
2024-03-11 22:00:16.309000,1e-05,24.3729,-0.02
2024-03-11 22:00:28.324000,0.0,24.3735,-0.02
2024-03-11 22:00:36.333000,1e-05,24.374,-0.02
2024-03-11 22:00:56.387000,1e-05,24.3755,-0.02
2024-03-11 22:01:08.402000,2e-05,24.3771,-0.02
2024-03-11 22:01:16.412000,2e-05,24.3773,-0.02
2024-03-11 22:01:28.423000,1e-05,24.3781,-0.02
2024-03-11 22:01:36.434000,2e-05,24.3788,-0.02
2024-03-11 22:01:56.449000,2e-05,24.3805,-0.02
2024-03-11 22:02:08.520000,9e-05,24.3809,-0.019
2024-03-11 22:02:16.525000,1e-05,24.3815,-0.02
2024-03-11 22:02:28.532000,2e-05,24.3832,-0.02
2024-03-11 22:02:36.541000,2e-05,24.3837,-0.02
2024-03-11 22:02:56.566000,4e-05,24.3849,-0.02
2024-03-11 22:03:08.578000,1e-05,24.3858,-0.02
2024-03-11 22:03:16.587000,2e-05,24.386,-0.019
2024-03-11 22:03:28.600000,2e-05,24.3878,-0.019
2024-03-11 22:03:36.643000,1e-05,24.3877,-0.02
2024-03-11 22:03:56.659000,2e-05,24.3904,-0.02
2024-03-11 22:04:08.667000,-1e-05,24.3906,-0.02
2024-03-11 22:04:16.677000,1e-05,24.3923,-0.02
2024-03-11 22:04:28.687000,2e-05,24.3925,-0.019
2024-03-11 22:04:36.698000,2e-05,24.3922,-0.02
2024-03-11 22:04:56.721000,2e-05,24.3946,-0.02
2024-03-11 22:05:08.770000,2e-05,24.3943,-0.019
2024-03-11 22:05:16.774000,9e-05,24.3955,-0.019
2024-03-11 22:05:28.787000,1e-05,24.3966,-0.019
2024-03-11 22:05:36.796000,1e-05,24.3975,-0.019
2024-03-11 22:05:56.858000,2e-05,24.4,-0.02
2024-03-11 22:06:08.865000,2e-05,24.4006,-0.02
2024-03-11 22:06:16.869000,1e-05,24.4015,-0.02
2024-03-11 22:06:28.885000,2e-05,24.402,-0.02
2024-03-11 22:06:36.943000,1e-05,24.4031,-0.02
2024-03-11 22:06:56.959000,-1e-05,24.4051,-0.02
2024-03-11 22:07:08.970000,2e-05,24.4052,-0.019
2024-03-11 22:07:16.975000,2e-05,24.4064,-0.02
2024-03-11 22:07:28.990000,2e-05,24.4066,-0.019
2024-03-11 22:07:37,1e-05,24.409,-0.019
2024-03-11 22:07:57.014000,1e-05,24.4111,-0.02
2024-03-11 22:08:09.070000,6e-05,24.4116,-0.019
2024-03-11 22:08:17.074000,1e-05,24.4115,-0.02
2024-03-11 22:08:29.089000,1e-05,24.4139,-0.02
2024-03-11 22:08:37.099000,2e-05,24.4146,-0.02
2024-03-11 22:08:57.118000,0.0,24.4166,-0.019
2024-03-11 22:09:09.132000,1e-05,24.4169,-0.019
2024-03-11 22:09:17.142000,-2e-05,24.4176,-0.019
2024-03-11 22:09:29.154000,2e-05,24.4194,-0.019
2024-03-11 22:09:37.194000,1e-05,24.4206,-0.019
2024-03-11 22:09:57.206000,1e-05,24.4219,-0.02
2024-03-11 22:10:05.217000,1e-05,24.4224,-0.02
2024-03-11 22:10:17.232000,2e-05,24.4236,-0.02
2024-03-11 22:10:25.239000,3e-05,24.425,-0.019
2024-03-11 22:10:37.247000,1e-05,24.425,-0.019
2024-03-11 22:10:57.267000,5e-05,24.4276,-0.02
2024-03-11 22:11:05.522000,2e-05,24.4281,-0.02
2024-03-11 22:11:17.528000,7e-05,24.429,-0.019
2024-03-11 22:11:25.535000,1e-05,24.4308,-0.019
2024-03-11 22:11:37.546000,2e-05,24.4318,-0.019
2024-03-11 22:11:57.567000,2e-05,24.4329,-0.02
2024-03-11 22:12:05.572000,2e-05,24.4351,-0.02
